AXISBANK | Financial Sector | High leverage warning suppressed
IRCTC | ROCE mismatch | Source=53.8 Calculated=35.76 Difference=18.04
IRCTC | ROCE mismatch | Source=53.8 Calculated=12.25 Difference=41.55
IRCTC | ROCE mismatch | Source=53.8 Calculated=44.25 Difference=9.55
IRCTC | ROCE mismatch | Source=53.8 Calculated=44.56 Difference=9.24
ITC | ROCE mismatch | Source=34.76 Calculated=48.24 Difference=13.48
ITC | ROCE mismatch | Source=34.76 Calculated=47.6 Difference=12.84
ITC | ROCE mismatch | Source=34.76 Calculated=44.53 Difference=9.77
ITC | ROCE mismatch | Source=34.76 Calculated=29.51 Difference=5.25
ITC | ROCE mismatch | Source=34.76 Calculated=28.15 Difference=6.61
JINDALSTEL | ROCE mismatch | Source=13.2 Calculated=4.34 Difference=8.86
JINDALSTEL | ROCE mismatch | Source=13.2 Calculated=6.2 Difference=7.00
JINDALSTEL | ROCE mismatch | Source=13.2 Calculated=31.58 Difference=18.38
JINDALSTEL | ROCE mismatch | Source=13.2 Calculated=19.21 Difference=6.01
JSWENERGY | ROCE mismatch | Source=8.59 Calculated=16.89 Difference=8.30
JSWENERGY | ROCE mismatch | Source=8.59 Calculated=19.52 Difference=10.93
JSWENERGY | ROCE mismatch | Source=8.59 Calculated=21.56 Difference=12.97
JSWENERGY | ROCE mismatch | Source=8.59 Calculated=16.4 Difference=7.81
JSWENERGY | ROCE mismatch | Source=8.59 Calculated=13.76 Difference=5.17
JSWSTEEL | ROCE mismatch | Source=13.36 Calculated=18.65 Difference=5.29
JSWSTEEL | ROCE mismatch | Source=13.36 Calculated=22.13 Difference=8.77
JSWSTEEL | ROCE mismatch | Source=13.36 Calculated=23.03 Difference=9.67
JSWSTEEL | ROCE mismatch | Source=13.36 Calculated=18.49 Difference=5.13
JSWSTEEL | ROCE mismatch | Source=13.36 Calculated=28.03 Difference=14.67
LICI | ROCE mismatch | Source=63.79 Calculated=2.19 Difference=61.60
LICI | ROCE mismatch | Source=63.79 Calculated=-2.73 Difference=66.52
LICI | ROCE mismatch | Source=63.79 Calculated=-3.66 Difference=67.45
LICI | ROCE mismatch | Source=63.79 Calculated=29.33 Difference=34.46
LICI | ROCE mismatch | Source=63.79 Calculated=73.99 Difference=10.20
LICI | ROCE mismatch | Source=63.79 Calculated=39.61 Difference=24.18
LODHA | ROCE mismatch | Source=11.1 Calculated=6.06 Difference=5.04
LODHA | ROCE mismatch | Source=11.1 Calculated=6.07 Difference=5.03
LT | ROCE mismatch | Source=17.18 Calculated=724.35 Difference=707.17
LT | ROCE mismatch | Source=17.18 Calculated=818.95 Difference=801.77
LT | ROCE mismatch | Source=17.18 Calculated=698.93 Difference=681.75
LT | ROCE mismatch | Source=17.18 Calculated=710.37 Difference=693.19
LT | ROCE mismatch | Source=17.18 Calculated=528.63 Difference=511.45
LT | ROCE mismatch | Source=17.18 Calculated=521.01 Difference=503.83
LT | ROCE mismatch | Source=17.18 Calculated=467.32 Difference=450.14
LT | ROCE mismatch | Source=17.18 Calculated=388.74 Difference=371.56
LT | ROCE mismatch | Source=17.18 Calculated=289.56 Difference=272.38
LT | ROCE mismatch | Source=17.18 Calculated=167.15 Difference=149.97
LT | ROCE mismatch | Source=17.18 Calculated=149.82 Difference=132.64
LT | ROCE mismatch | Source=17.18 Calculated=135.2 Difference=118.02
LTIM | ROCE mismatch | Source=34.1 Calculated=55.31 Difference=21.21
LTIM | ROCE mismatch | Source=34.1 Calculated=66.69 Difference=32.59
LTIM | ROCE mismatch | Source=34.1 Calculated=44.79 Difference=10.69
LTIM | ROCE mismatch | Source=34.1 Calculated=47.16 Difference=13.06
LTIM | ROCE mismatch | Source=34.1 Calculated=39.12 Difference=5.02
LTIM | ROCE mismatch | Source=34.1 Calculated=28.91 Difference=5.19
M&M | ROCE mismatch | Source=26.98 Calculated=18.73 Difference=8.25
M&M | ROCE mismatch | Source=26.98 Calculated=17.39 Difference=9.59
M&M | ROCE mismatch | Source=26.98 Calculated=13.79 Difference=13.19
M&M | ROCE mismatch | Source=26.98 Calculated=14.82 Difference=12.16
M&M | ROCE mismatch | Source=26.98 Calculated=13.67 Difference=13.31
M&M | ROCE mismatch | Source=26.98 Calculated=14.27 Difference=12.71
M&M | ROCE mismatch | Source=26.98 Calculated=13.72 Difference=13.26
M&M | ROCE mismatch | Source=26.98 Calculated=8.32 Difference=18.66
M&M | ROCE mismatch | Source=26.98 Calculated=9.4 Difference=17.58
M&M | ROCE mismatch | Source=26.98 Calculated=11.77 Difference=15.21
M&M | ROCE mismatch | Source=26.98 Calculated=13.65 Difference=13.33
M&M | ROCE mismatch | Source=26.98 Calculated=14.24 Difference=12.74
MARUTI | ROCE mismatch | Source=23.67 Calculated=29.25 Difference=5.58
MARUTI | ROCE mismatch | Source=23.67 Calculated=14.83 Difference=8.84
MARUTI | ROCE mismatch | Source=23.67 Calculated=10.2 Difference=13.47
MARUTI | ROCE mismatch | Source=23.67 Calculated=10.32 Difference=13.35
MARUTI | ROCE mismatch | Source=23.67 Calculated=17.3 Difference=6.37
MOTHERSON | ROCE mismatch | Source=13.7 Calculated=20.58 Difference=6.88
MOTHERSON | ROCE mismatch | Source=13.7 Calculated=30.73 Difference=17.03
MOTHERSON | ROCE mismatch | Source=13.7 Calculated=33.64 Difference=19.94
MOTHERSON | ROCE mismatch | Source=13.7 Calculated=33.9 Difference=20.20
MOTHERSON | ROCE mismatch | Source=13.7 Calculated=22.4 Difference=8.70
MOTHERSON | ROCE mismatch | Source=13.7 Calculated=25.31 Difference=11.61
MOTHERSON | ROCE mismatch | Source=13.7 Calculated=23.77 Difference=10.07
MOTHERSON | ROCE mismatch | Source=13.7 Calculated=19.08 Difference=5.38
MOTHERSON | ROCE mismatch | Source=13.7 Calculated=20.23 Difference=6.53
NAUKRI | ROCE mismatch | Source=3.65 Calculated=19.87 Difference=16.22
NAUKRI | ROCE mismatch | Source=3.65 Calculated=14.41 Difference=10.76
NAUKRI | ROCE mismatch | Source=3.65 Calculated=10.7 Difference=7.05
NAUKRI | ROCE mismatch | Source=3.65 Calculated=-15.4 Difference=19.05
NESTLEIND | ROCE mismatch | Source=185.43 Calculated=54.77 Difference=130.66
NESTLEIND | ROCE mismatch | Source=185.43 Calculated=71.37 Difference=114.06
NESTLEIND | ROCE mismatch | Source=185.43 Calculated=54.85 Difference=130.58
NESTLEIND | ROCE mismatch | Source=185.43 Calculated=55.81 Difference=129.62
NESTLEIND | ROCE mismatch | Source=185.43 Calculated=60.69 Difference=124.74
NESTLEIND | ROCE mismatch | Source=185.43 Calculated=70.6 Difference=114.83
NESTLEIND | ROCE mismatch | Source=185.43 Calculated=138.87 Difference=46.56
NESTLEIND | ROCE mismatch | Source=185.43 Calculated=147.83 Difference=37.60
NESTLEIND | ROCE mismatch | Source=185.43 Calculated=161.03 Difference=24.40
NESTLEIND | ROCE mismatch | Source=185.43 Calculated=135.75 Difference=49.68
NESTLEIND | ROCE mismatch | Source=185.43 Calculated=163.77 Difference=21.66
NESTLEIND | ROCE mismatch | Source=185.43 Calculated=157.75 Difference=27.68
ONGC | ROCE mismatch | Source=19.71 Calculated=25.11 Difference=5.40
ONGC | ROCE mismatch | Source=19.71 Calculated=13.97 Difference=5.74
PFC | ROCE mismatch | Source=9.96 Calculated=3.67 Difference=6.29
PFC | ROCE mismatch | Source=9.96 Calculated=4.07 Difference=5.89
PFC | ROCE mismatch | Source=9.96 Calculated=3.83 Difference=6.13
PFC | ROCE mismatch | Source=9.96 Calculated=3.87 Difference=6.09
PFC | ROCE mismatch | Source=9.96 Calculated=2.2 Difference=7.76
PFC | ROCE mismatch | Source=9.96 Calculated=2.44 Difference=7.52
PFC | ROCE mismatch | Source=9.96 Calculated=3.03 Difference=6.93
PFC | ROCE mismatch | Source=9.96 Calculated=2.17 Difference=7.79
PFC | ROCE mismatch | Source=9.96 Calculated=2.76 Difference=7.20
PFC | ROCE mismatch | Source=9.96 Calculated=3.19 Difference=6.77
PFC | ROCE mismatch | Source=9.96 Calculated=3.17 Difference=6.79
PFC | ROCE mismatch | Source=9.96 Calculated=3.49 Difference=6.47
PIDILITIND | ROCE mismatch | Source=29.7 Calculated=43.16 Difference=13.46
PIDILITIND | ROCE mismatch | Source=29.7 Calculated=35.36 Difference=5.66
PIDILITIND | ROCE mismatch | Source=29.7 Calculated=36.25 Difference=6.55
POWERGRID | ROCE mismatch | Source=13.2 Calculated=18.7 Difference=5.50
POWERGRID | ROCE mismatch | Source=13.2 Calculated=18.7 Difference=5.50
POWERGRID | ROCE mismatch | Source=13.2 Calculated=18.7 Difference=5.50
POWERGRID | ROCE mismatch | Source=13.2 Calculated=18.7 Difference=5.50
POWERGRID | ROCE mismatch | Source=13.2 Calculated=18.91 Difference=5.71
POWERGRID | ROCE mismatch | Source=13.2 Calculated=18.91 Difference=5.71
POWERGRID | ROCE mismatch | Source=13.2 Calculated=18.91 Difference=5.71
POWERGRID | ROCE mismatch | Source=13.2 Calculated=18.91 Difference=5.71
SBILIFE | ROCE mismatch | Source=13.2 Calculated=19.58 Difference=6.38
SBILIFE | ROCE mismatch | Source=13.2 Calculated=19.44 Difference=6.24
SBILIFE | ROCE mismatch | Source=13.2 Calculated=19.24 Difference=6.04
SBILIFE | ROCE mismatch | Source=13.2 Calculated=20.4 Difference=7.20
SBILIFE | ROCE mismatch | Source=13.2 Calculated=19.46 Difference=6.26
SBILIFE | ROCE mismatch | Source=13.2 Calculated=6.28 Difference=6.92
SBILIFE | ROCE mismatch | Source=13.2 Calculated=0.94 Difference=12.26
SBILIFE | ROCE mismatch | Source=13.2 Calculated=1.65 Difference=11.55
ABB | ROE mismatch | Source=34.9 Calculated=22.41 Difference=12.49
ABB | ROE mismatch | Source=34.9 Calculated=25.13 Difference=9.77
ABB | ROE mismatch | Source=34.9 Calculated=25.13 Difference=9.77
ABB | ROE mismatch | Source=34.9 Calculated=24.44 Difference=10.46
ABB | ROE mismatch | Source=34.9 Calculated=24.44 Difference=10.46
ABB | ROE mismatch | Source=34.9 Calculated=21.34 Difference=13.56
ABB | ROE mismatch | Source=34.9 Calculated=21.34 Difference=13.56
ABB | ROE mismatch | Source=34.9 Calculated=19.97 Difference=14.93
ABB | ROE mismatch | Source=34.9 Calculated=19.97 Difference=14.93
ABB | ROE mismatch | Source=34.9 Calculated=23.69 Difference=11.21
ABB | ROE mismatch | Source=34.9 Calculated=23.69 Difference=11.21
ABB | ROE mismatch | Source=34.9 Calculated=22.41 Difference=12.49
ABB | ROE mismatch | Source=34.9 Calculated=22.41 Difference=12.49
ABB | ROE mismatch | Source=34.9 Calculated=24.39 Difference=10.51
ABB | ROE mismatch | Source=34.9 Calculated=24.39 Difference=10.51
ABB | ROE mismatch | Source=34.9 Calculated=26.56 Difference=8.34
ABB | ROE mismatch | Source=34.9 Calculated=26.56 Difference=8.34
ABB | ROE mismatch | Source=34.9 Calculated=28.33 Difference=6.57
ABB | ROE mismatch | Source=34.9 Calculated=28.33 Difference=6.57
ABB | ROE mismatch | Source=34.9 Calculated=29.77 Difference=5.13
ABB | ROE mismatch | Source=34.9 Calculated=29.77 Difference=5.13
ADANIENSOL | ROE mismatch | Source=8.59 Calculated=0.0 Difference=8.59
ADANIENSOL | ROE mismatch | Source=8.59 Calculated=-0.65 Difference=9.24
ADANIENSOL | ROE mismatch | Source=8.59 Calculated=13.77 Difference=5.18
ADANIENSOL | ROE mismatch | Source=8.59 Calculated=14.12 Difference=5.53
ADANIENSOL | ROE mismatch | Source=8.59 Calculated=18.87 Difference=10.28
ADANIENSOL | ROE mismatch | Source=8.59 Calculated=14.46 Difference=5.87
ADANIENT | ROE mismatch | Source=13.64 Calculated=5.69 Difference=7.95
ADANIENT | ROE mismatch | Source=13.64 Calculated=7.47 Difference=6.17
ADANIENT | ROE mismatch | Source=13.64 Calculated=6.54 Difference=7.10
ADANIENT | ROE mismatch | Source=13.64 Calculated=3.94 Difference=9.70
ADANIENT | ROE mismatch | Source=13.64 Calculated=3.43 Difference=10.21
ADANIENT | ROE mismatch | Source=13.64 Calculated=6.14 Difference=7.50
ADANIENT | ROE mismatch | Source=13.64 Calculated=6.1 Difference=7.54
ADANIENT | ROE mismatch | Source=13.64 Calculated=3.54 Difference=10.10
ADANIENT | ROE mismatch | Source=13.64 Calculated=7.33 Difference=6.31
ADANIENT | ROE mismatch | Source=13.64 Calculated=8.53 Difference=5.11
ADANIGREEN | ROE mismatch | Source=14.7 Calculated=-3.91 Difference=18.61
ADANIGREEN | ROE mismatch | Source=14.7 Calculated=-10.29 Difference=24.99
ADANIGREEN | ROE mismatch | Source=14.7 Calculated=-24.57 Difference=39.27
ADANIGREEN | ROE mismatch | Source=14.7 Calculated=-2.89 Difference=17.59
ADANIGREEN | ROE mismatch | Source=14.7 Calculated=8.27 Difference=6.43
ADANIPORTS | ROE mismatch | Source=18.1 Calculated=25.63 Difference=7.53
ADANIPORTS | ROE mismatch | Source=18.1 Calculated=25.63 Difference=7.53
ADANIPORTS | ROE mismatch | Source=18.1 Calculated=25.63 Difference=7.53
ADANIPORTS | ROE mismatch | Source=18.1 Calculated=25.63 Difference=7.53
ADANIPORTS | ROE mismatch | Source=18.1 Calculated=11.84 Difference=6.26
ADANIPORTS | ROE mismatch | Source=18.1 Calculated=11.84 Difference=6.26
ADANIPORTS | ROE mismatch | Source=18.1 Calculated=11.84 Difference=6.26
ADANIPORTS | ROE mismatch | Source=18.1 Calculated=11.84 Difference=6.26
ADANIPORTS | ROE mismatch | Source=18.1 Calculated=11.88 Difference=6.22
ADANIPORTS | ROE mismatch | Source=18.1 Calculated=11.88 Difference=6.22
ADANIPORTS | ROE mismatch | Source=18.1 Calculated=11.88 Difference=6.22
ADANIPORTS | ROE mismatch | Source=18.1 Calculated=11.88 Difference=6.22
ADANIPOWER | ROE mismatch | Source=57.1 Calculated=-53.46 Difference=110.56
ADANIPOWER | ROE mismatch | Source=57.1 Calculated=-4.45 Difference=61.55
ADANIPOWER | ROE mismatch | Source=57.1 Calculated=-14.25 Difference=71.35
ADANIPOWER | ROE mismatch | Source=57.1 Calculated=7.38 Difference=49.72
ADANIPOWER | ROE mismatch | Source=57.1 Calculated=-205.8 Difference=262.90
ADANIPOWER | ROE mismatch | Source=57.1 Calculated=-236.56 Difference=293.66
ADANIPOWER | ROE mismatch | Source=57.1 Calculated=-12.76 Difference=69.86
ADANIPOWER | ROE mismatch | Source=57.1 Calculated=-35.1 Difference=92.20
ADANIPOWER | ROE mismatch | Source=57.1 Calculated=9.69 Difference=47.41
ADANIPOWER | ROE mismatch | Source=57.1 Calculated=26.61 Difference=30.49
ADANIPOWER | ROE mismatch | Source=57.1 Calculated=35.91 Difference=21.19
ADANIPOWER | ROE mismatch | Source=57.1 Calculated=48.28 Difference=8.82
AMBUJACEM | ROE mismatch | Source=9.24 Calculated=14.69 Difference=5.45
AMBUJACEM | ROE mismatch | Source=9.24 Calculated=14.77 Difference=5.53
AMBUJACEM | ROE mismatch | Source=9.24 Calculated=14.64 Difference=5.40
APOLLOHOSP | ROE mismatch | Source=13.81 Calculated=7.05 Difference=6.76
APOLLOHOSP | ROE mismatch | Source=13.81 Calculated=3.95 Difference=9.86
APOLLOHOSP | ROE mismatch | Source=13.81 Calculated=1.85 Difference=11.96
APOLLOHOSP | ROE mismatch | Source=13.81 Calculated=6.0 Difference=7.81
APOLLOHOSP | ROE mismatch | Source=13.81 Calculated=2.98 Difference=10.83
APOLLOHOSP | ROE mismatch | Source=13.81 Calculated=19.7 Difference=5.89
ASIANPAINT | ROE mismatch | Source=31.45 Calculated=24.95 Difference=6.50
ASIANPAINT | ROE mismatch | Source=31.45 Calculated=24.95 Difference=6.50
ASIANPAINT | ROE mismatch | Source=31.45 Calculated=24.95 Difference=6.50
ASIANPAINT | ROE mismatch | Source=31.45 Calculated=24.95 Difference=6.50
ASIANPAINT | ROE mismatch | Source=31.45 Calculated=23.31 Difference=8.14
ASIANPAINT | ROE mismatch | Source=31.45 Calculated=23.31 Difference=8.14
ASIANPAINT | ROE mismatch | Source=31.45 Calculated=23.31 Difference=8.14
ASIANPAINT | ROE mismatch | Source=31.45 Calculated=23.31 Difference=8.14
ASIANPAINT | ROE mismatch | Source=31.45 Calculated=25.04 Difference=6.41
ASIANPAINT | ROE mismatch | Source=31.45 Calculated=25.04 Difference=6.41
ASIANPAINT | ROE mismatch | Source=31.45 Calculated=25.04 Difference=6.41
ASIANPAINT | ROE mismatch | Source=31.45 Calculated=25.04 Difference=6.41
ASIANPAINT | ROE mismatch | Source=31.45 Calculated=22.34 Difference=9.11
ASIANPAINT | ROE mismatch | Source=31.45 Calculated=22.34 Difference=9.11
ASIANPAINT | ROE mismatch | Source=31.45 Calculated=22.34 Difference=9.11
ASIANPAINT | ROE mismatch | Source=31.45 Calculated=22.34 Difference=9.11
ASIANPAINT | ROE mismatch | Source=31.45 Calculated=26.23 Difference=5.22
ASIANPAINT | ROE mismatch | Source=31.45 Calculated=26.23 Difference=5.22
ASIANPAINT | ROE mismatch | Source=31.45 Calculated=26.23 Difference=5.22
ASIANPAINT | ROE mismatch | Source=31.45 Calculated=26.23 Difference=5.22
ATGL | ROE mismatch | Source=20.5 Calculated=29.64 Difference=9.14
AXISBANK | ROE mismatch | Source=18.4 Calculated=6.53 Difference=11.87
AXISBANK | ROE mismatch | Source=18.4 Calculated=0.43 Difference=17.97
AXISBANK | ROE mismatch | Source=18.4 Calculated=6.9 Difference=11.50
AXISBANK | ROE mismatch | Source=18.4 Calculated=1.88 Difference=16.52
AXISBANK | ROE mismatch | Source=18.4 Calculated=6.36 Difference=12.04
AXISBANK | ROE mismatch | Source=18.4 Calculated=11.01 Difference=7.39
AXISBANK | ROE mismatch | Source=18.4 Calculated=7.38 Difference=11.02
BAJAJ-AUTO | ROE mismatch | Source=26.5 Calculated=38.85 Difference=12.35
BAJAJ-AUTO | ROE mismatch | Source=26.5 Calculated=33.24 Difference=6.74
BAJAJ-AUTO | ROE mismatch | Source=26.5 Calculated=20.66 Difference=5.84
BAJAJ-AUTO | ROE mismatch | Source=26.5 Calculated=21.21 Difference=5.29
BAJAJ-AUTO | ROE mismatch | Source=26.5 Calculated=17.81 Difference=8.69
BAJAJ-AUTO | ROE mismatch | Source=26.5 Calculated=20.65 Difference=5.85
BAJAJ-AUTO | ROE mismatch | Source=26.5 Calculated=20.64 Difference=5.86
BAJAJFINSV | ROE mismatch | Source=11.72 Calculated=28.38 Difference=16.66
BAJAJFINSV | ROE mismatch | Source=11.72 Calculated=23.53 Difference=11.81
BAJAJFINSV | ROE mismatch | Source=11.72 Calculated=21.72 Difference=10.00
BAJAJFINSV | ROE mismatch | Source=11.72 Calculated=20.41 Difference=8.69
BAJAJFINSV | ROE mismatch | Source=11.72 Calculated=21.36 Difference=9.64
BAJAJFINSV | ROE mismatch | Source=11.72 Calculated=20.39 Difference=8.67
BAJAJFINSV | ROE mismatch | Source=11.72 Calculated=22.64 Difference=10.92
BAJAJFINSV | ROE mismatch | Source=11.72 Calculated=19.15 Difference=7.43
BAJAJFINSV | ROE mismatch | Source=11.72 Calculated=20.56 Difference=8.84
BAJAJFINSV | ROE mismatch | Source=11.72 Calculated=20.66 Difference=8.94
BAJAJFINSV | ROE mismatch | Source=11.72 Calculated=26.31 Difference=14.59
BAJAJFINSV | ROE mismatch | Source=11.72 Calculated=25.85 Difference=14.13
BAJAJHLDNG | ROE mismatch | Source=14.8 Calculated=9.63 Difference=5.17
BAJFINANCE | ROE mismatch | Source=22.1 Calculated=15.75 Difference=6.35
BAJFINANCE | ROE mismatch | Source=22.1 Calculated=16.28 Difference=5.82
BAJFINANCE | ROE mismatch | Source=22.1 Calculated=11.97 Difference=10.13
BAJFINANCE | ROE mismatch | Source=22.1 Calculated=16.08 Difference=6.02
BANKBARODA | ROE mismatch | Source=16.7 Calculated=9.4 Difference=7.30
BANKBARODA | ROE mismatch | Source=16.7 Calculated=-11.84 Difference=28.54
BANKBARODA | ROE mismatch | Source=16.7 Calculated=4.31 Difference=12.39
BANKBARODA | ROE mismatch | Source=16.7 Calculated=-3.94 Difference=20.64
BANKBARODA | ROE mismatch | Source=16.7 Calculated=2.12 Difference=14.58
BANKBARODA | ROE mismatch | Source=16.7 Calculated=1.29 Difference=15.41
BANKBARODA | ROE mismatch | Source=16.7 Calculated=1.97 Difference=14.73
BANKBARODA | ROE mismatch | Source=16.7 Calculated=8.64 Difference=8.06
BEL | ROE mismatch | Source=26.3 Calculated=15183.33 Difference=15157.03
BEL | ROE mismatch | Source=26.3 Calculated=13600.0 Difference=13573.70
BEL | ROE mismatch | Source=26.3 Calculated=17100.0 Difference=17073.70
BEL | ROE mismatch | Source=26.3 Calculated=11141.67 Difference=11115.37
BEL | ROE mismatch | Source=26.3 Calculated=10153.33 Difference=10127.03
BEL | ROE mismatch | Source=26.3 Calculated=4616.13 Difference=4589.83
BEL | ROE mismatch | Source=26.3 Calculated=3851.02 Difference=3824.72
BEL | ROE mismatch | Source=26.3 Calculated=3318.18 Difference=3291.88
BEL | ROE mismatch | Source=26.3 Calculated=3559.32 Difference=3533.02
BEL | ROE mismatch | Source=26.3 Calculated=3478.26 Difference=3451.96
BEL | ROE mismatch | Source=26.3 Calculated=3981.33 Difference=3955.03
BEL | ROE mismatch | Source=26.3 Calculated=4744.05 Difference=4717.75
BHARTIARTL | ROE mismatch | Source=14.9 Calculated=4.5 Difference=10.40
BHARTIARTL | ROE mismatch | Source=14.9 Calculated=5.05 Difference=9.85
BHARTIARTL | ROE mismatch | Source=14.9 Calculated=6.29 Difference=8.61
BHARTIARTL | ROE mismatch | Source=14.9 Calculated=3.14 Difference=11.76
BHARTIARTL | ROE mismatch | Source=14.9 Calculated=2.36 Difference=12.54
BHARTIARTL | ROE mismatch | Source=14.9 Calculated=-39.75 Difference=54.65
BHARTIARTL | ROE mismatch | Source=14.9 Calculated=-20.97 Difference=35.87
BHEL | ROE mismatch | Source=1.05 Calculated=21.91 Difference=20.86
BHEL | ROE mismatch | Source=1.05 Calculated=10.56 Difference=9.51
BHEL | ROE mismatch | Source=1.05 Calculated=-5.12 Difference=6.17
BHEL | ROE mismatch | Source=1.05 Calculated=-10.39 Difference=11.44
BOSCHLTD | ROE mismatch | Source=16.0 Calculated=7.01 Difference=8.99
BOSCHLTD | ROE mismatch | Source=16.0 Calculated=4.91 Difference=11.09
BPCL | ROE mismatch | Source=41.9 Calculated=11.54 Difference=30.36
BPCL | ROE mismatch | Source=41.9 Calculated=20.85 Difference=21.05
BPCL | ROE mismatch | Source=41.9 Calculated=22.52 Difference=19.38
BPCL | ROE mismatch | Source=41.9 Calculated=29.1 Difference=12.80
BPCL | ROE mismatch | Source=41.9 Calculated=30.85 Difference=11.05
BPCL | ROE mismatch | Source=41.9 Calculated=26.74 Difference=15.16
BPCL | ROE mismatch | Source=41.9 Calculated=22.0 Difference=19.90
BPCL | ROE mismatch | Source=41.9 Calculated=10.04 Difference=31.86
BPCL | ROE mismatch | Source=41.9 Calculated=32.34 Difference=9.56
BPCL | ROE mismatch | Source=41.9 Calculated=22.51 Difference=19.39
BPCL | ROE mismatch | Source=41.9 Calculated=3.98 Difference=37.92
BPCL | ROE mismatch | Source=41.9 Calculated=35.51 Difference=6.39
BRITANNIA | ROE mismatch | Source=57.1 Calculated=46.59 Difference=10.51
BRITANNIA | ROE mismatch | Source=57.1 Calculated=49.5 Difference=7.60
BRITANNIA | ROE mismatch | Source=57.1 Calculated=39.44 Difference=17.66
BRITANNIA | ROE mismatch | Source=57.1 Calculated=32.83 Difference=24.27
BRITANNIA | ROE mismatch | Source=57.1 Calculated=29.48 Difference=27.62
BRITANNIA | ROE mismatch | Source=57.1 Calculated=27.16 Difference=29.94
BRITANNIA | ROE mismatch | Source=57.1 Calculated=31.66 Difference=25.44
BRITANNIA | ROE mismatch | Source=57.1 Calculated=65.53 Difference=8.43
CANBK | ROE mismatch | Source=17.9 Calculated=11.9 Difference=6.00
CANBK | ROE mismatch | Source=17.9 Calculated=8.85 Difference=9.05
CANBK | ROE mismatch | Source=17.9 Calculated=9.02 Difference=8.88
CANBK | ROE mismatch | Source=17.9 Calculated=-7.82 Difference=25.72
CANBK | ROE mismatch | Source=17.9 Calculated=4.07 Difference=13.83
CANBK | ROE mismatch | Source=17.9 Calculated=-10.5 Difference=28.40
CANBK | ROE mismatch | Source=17.9 Calculated=1.85 Difference=16.05
CANBK | ROE mismatch | Source=17.9 Calculated=-4.66 Difference=22.56
CANBK | ROE mismatch | Source=17.9 Calculated=4.74 Difference=13.16
CANBK | ROE mismatch | Source=17.9 Calculated=8.8 Difference=9.10
CHOLAFIN | ROE mismatch | Source=20.2 Calculated=12.85 Difference=7.35
CIPLA | ROE mismatch | Source=16.8 Calculated=11.38 Difference=5.42
CIPLA | ROE mismatch | Source=16.8 Calculated=8.25 Difference=8.55
CIPLA | ROE mismatch | Source=16.8 Calculated=9.96 Difference=6.84
CIPLA | ROE mismatch | Source=16.8 Calculated=9.94 Difference=6.86
CIPLA | ROE mismatch | Source=16.8 Calculated=9.52 Difference=7.28
COALINDIA | ROE mismatch | Source=52.0 Calculated=35.81 Difference=16.19
COALINDIA | ROE mismatch | Source=52.0 Calculated=35.64 Difference=16.36
COALINDIA | ROE mismatch | Source=52.0 Calculated=34.02 Difference=17.98
COALINDIA | ROE mismatch | Source=52.0 Calculated=40.96 Difference=11.04
COALINDIA | ROE mismatch | Source=52.0 Calculated=37.85 Difference=14.15
COALINDIA | ROE mismatch | Source=52.0 Calculated=34.88 Difference=17.12
COALINDIA | ROE mismatch | Source=52.0 Calculated=66.01 Difference=14.01
COALINDIA | ROE mismatch | Source=52.0 Calculated=34.78 Difference=17.22
COALINDIA | ROE mismatch | Source=52.0 Calculated=40.28 Difference=11.72
COALINDIA | ROE mismatch | Source=52.0 Calculated=45.17 Difference=6.83
DABUR | ROE mismatch | Source=19.2 Calculated=36.56 Difference=17.36
DABUR | ROE mismatch | Source=19.2 Calculated=34.49 Difference=15.29
DABUR | ROE mismatch | Source=19.2 Calculated=31.84 Difference=12.64
DABUR | ROE mismatch | Source=19.2 Calculated=30.06 Difference=10.86
DABUR | ROE mismatch | Source=19.2 Calculated=26.41 Difference=7.21
DABUR | ROE mismatch | Source=19.2 Calculated=25.67 Difference=6.47
DIVISLAB | ROE mismatch | Source=12.2 Calculated=24.07 Difference=11.87
DIVISLAB | ROE mismatch | Source=12.2 Calculated=26.08 Difference=13.88
DIVISLAB | ROE mismatch | Source=12.2 Calculated=24.37 Difference=12.17
DIVISLAB | ROE mismatch | Source=12.2 Calculated=26.23 Difference=14.03
DIVISLAB | ROE mismatch | Source=12.2 Calculated=19.79 Difference=7.59
DIVISLAB | ROE mismatch | Source=12.2 Calculated=19.45 Difference=7.25
DIVISLAB | ROE mismatch | Source=12.2 Calculated=18.84 Difference=6.64
DIVISLAB | ROE mismatch | Source=12.2 Calculated=21.34 Difference=9.14
DIVISLAB | ROE mismatch | Source=12.2 Calculated=25.24 Difference=13.04
DLF | ROE mismatch | Source=6.95 Calculated=1.85 Difference=5.10
DLF | ROE mismatch | Source=6.95 Calculated=1.27 Difference=5.68
DLF | ROE mismatch | Source=6.95 Calculated=12.68 Difference=5.73
DLF | ROE mismatch | Source=6.95 Calculated=-1.71 Difference=8.66
DMART | ROE mismatch | Source=14.5 Calculated=21.04 Difference=6.54
DMART | ROE mismatch | Source=14.5 Calculated=9.02 Difference=5.48
DRREDDY | ROE mismatch | Source=21.4 Calculated=10.54 Difference=10.86
DRREDDY | ROE mismatch | Source=21.4 Calculated=7.53 Difference=13.87
DRREDDY | ROE mismatch | Source=21.4 Calculated=13.9 Difference=7.50
DRREDDY | ROE mismatch | Source=21.4 Calculated=12.99 Difference=8.41
